title,link,date,summary
Buy Mahanagar Gas; target of Rs 1650: Emkay Global Financial,https://www.moneycontrol.com/news/business/stocks/buy-mahanagar-gas-target-of-rs-1650-emkay-global-financial-12183681.html,"February 03, 2024 01:36 PM IST","Emkay Global Financial is bullish on Mahanagar Gas has recommended buy rating on the stock with a target price of Rs 1650 in its research report dated January 29, 2024."
Buy Larsen and Toubro; target of Rs 4100: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-target-of-rs-4100-sharekhan-12183791.html,"February 03, 2024 01:01 PM IST","Sharekhan is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 4100 in its research report dated January 30, 2024."
Buy NTPC; target of Rs 365: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-ntpc-target-of-rs-365-sharekhan-12183811.html,"February 03, 2024 01:01 PM IST","Sharekhan is bullish on NTPC has recommended buy rating on the stock with a target price of Rs 365 in its research report dated January 30, 2024."
Buy Mahindra and Mahindra Financial Services; target of Rs 345: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-mahindra-and-mahindra-financial-services-target-of-rs-345-sharekhan-3-12183821.html,"February 03, 2024 12:59 PM IST","Sharekhan is bullish on Mahindra and Mahindra Financial Services has recommended buy rating on the stock with a target price of Rs 345 in its research report dated January 30, 2024."
Buy Nippon Life India Asset Management; target of Rs 615: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-nippon-life-india-asset-management-target-of-rs-615-sharekhan-12183831.html,"February 03, 2024 12:59 PM IST","Sharekhan is bullish on Nippon Life India Asset Management has recommended buy rating on the stock with a target price of Rs 615 in its research report dated January 30, 2024."
Buy Strides Pharma Science; target of Rs 800: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-strides-pharma-science-target-of-rs-800-sharekhan-12183861.html,"February 03, 2024 12:58 PM IST","Sharekhan is bullish on Strides Pharma Science has recommended buy rating on the stock with a target price of Rs 800 in its research report dated January 30, 2024."
Buy Indraprastha Gas; target of Rs 455: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-indraprastha-gas-target-of-rs-455-sharekhan-12183901.html,"February 03, 2024 12:58 PM IST","Sharekhan is bullish on Indraprastha Gas has recommended buy rating on the stock with a target price of Rs 455 in its research report dated January 30, 2024."
"HDFC Bank, ICICI Bank invests in residential mortgage-backed securities firm RDCL",https://www.moneycontrol.com/news/business/markets/hdfc-bank-icici-bank-jointly-float-residential-mortgage-backed-securities-firm-rdcl-12185641.html,"February 05, 2024 07:37 PM IST","RMBS Development Company (RDCL) will have ten banks and financial institutions as its shareholders, the lenders informed exchanges."
Orient Green Power cuts right issue size; stock soars 240% in a year,https://www.moneycontrol.com/news/business/markets/orient-green-power-cuts-right-issue-size-stock-soars-240-in-a-year-12185551.html,"February 03, 2024 12:39 PM IST","Shares of Orient Green Power have jumped 15 percent in the last three days, hitting 5 percent upper circuit for 3 straight sessions"
Buy TeamLease; target of Rs 3450: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-teamlease-target-of-rs-3450-motilal-oswal-12183911.html,"February 03, 2024 11:18 AM IST","Motilal Oswal is bullish on TeamLease recommended buy rating on the stock with a target price of Rs 3450 in its research report dated January 31, 2024."
Buy Larsen and Toubro; target of Rs 4200: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-target-of-rs-4200-motilal-oswal-12183921.html,"February 03, 2024 11:17 AM IST","Motilal Oswal is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 4200 in its research report dated January 30, 2024."
Buy Blue Dart Express; target of Rs 7850: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-blue-dart-express-target-of-rs-7850-motilal-oswal-12183931.html,"February 03, 2024 11:17 AM IST","Motilal Oswal is bullish on Blue Dart Express recommended buy rating on the stock with a target price of Rs 7850 in its research report dated January 30, 2024."
More than 100 stocks gain between 10-47% in Budget week,https://www.moneycontrol.com/news/business/stocks/more-than-100-stocks-gain-between-10-47-in-budget-week-12185041.html,"February 04, 2024 07:22 AM IST","A breakout above 22,150, Nifty may experience upward momentum, potentially reaching levels such as 22,500 and beyond, says Rupak De, Senior Technical Analyst, LKP Securities."
Neutral BPCL; target of Rs 475: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-bpcl-target-of-rs-475-motilal-oswal-12183961.html,"February 03, 2024 11:08 AM IST","Motilal Oswal recommended Neutral rating on BPCL with a target price of Rs 475 in its research report dated January 30, 2024."
Neutral Petronet LNG; target of Rs 295: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-petronet-lng-target-of-rs-295-motilal-oswal-12184001.html,"February 03, 2024 11:08 AM IST","Motilal Oswal recommended Neutral rating on Petronet LNG with a target price of Rs 295 in its research report dated January 30, 2024."
Neutral Mahindra Logistics; target of Rs 380: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-mahindra-logistics-target-of-rs-380-motilal-oswal-12184011.html,"February 03, 2024 11:04 AM IST","Motilal Oswal recommended Neutral rating on Mahindra Logistics with a target price of Rs 380 in its research report dated January 30, 2024."
Neutral Dr Reddy’s Labs; target of Rs 5540: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-dr-reddys-labs-target-of-rs-5540-motilal-oswal-12184021.html,"February 03, 2024 11:04 AM IST","Motilal Oswal recommended Neutral rating on Dr Reddy’s Labs with a target price of Rs 5540 in its research report dated January 31, 2024."
Neutral Vodafone Idea; target of Rs 14: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-vodafone-idea-target-of-rs-14-motilal-oswal-12183991.html,"February 03, 2024 11:08 AM IST","Motilal Oswal recommended Neutral rating on Vodafone Idea with a target price of Rs 14 in its research report dated January 30, 2024."
Market post solid gains in Budget week; PSU banks outperform,https://www.moneycontrol.com/news/photos/business/markets/market-post-solid-gains-in-budget-week-psu-bank-outperform-12185011.html,"February 03, 2024 10:32 AM IST","In this week, the Indian rupee added 19 paise to end at 82.92 against the dollar."
"S&P 500 surges to record closing high on solid earnings, robust data",https://www.moneycontrol.com/news/business/markets/sp-500-surges-to-record-closing-high-on-solid-earnings-robust-data-12185021.html,"February 03, 2024 10:29 AM IST","The S&P 500 climbed 1.07% to end the session at 4,958.61 points. The Nasdaq gained 1.74% to 15,628.95 points, while Dow Jones Industrial Average rose 0.35% to 38,654.42 points."
"Bezos to sell up to 50 million Amazon shares by Jan. 31 next year, filing shows",https://www.moneycontrol.com/news/business/stocks/bezos-to-sell-up-to-50-million-amazon-shares-by-jan-31-next-year-filing-shows-12184911.html,"February 03, 2024 08:31 AM IST","Amazon (AMZN.O) founder Jeff Bezos plans to sell up to 50 million shares of the online retail and cloud services giant over the next year, according to a company document released on Friday."
"Private capex, Nari Shakti, and energy transition: Saurabh Mukherjea's top themes from Interim Budget",https://www.moneycontrol.com/news/business/markets/private-capex-nari-shakti-and-energy-transition-saurabh-mukherjeas-top-themes-from-interim-budget-12184141.html,"February 02, 2024 09:35 PM IST","Housing finance is going to be a big thing going ahead as the government is focusing on it through the Pradhan Mantri Aawas Yojna, he says."
Buy ITC; target of Rs 515: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-itc-target-of-rs-515-sharekhan-3-12180321.html,"February 02, 2024 10:23 PM IST","Sharekhan is bullish on ITC has recommended buy rating on the stock with a target price of Rs 515 in its research report dated January 29, 2024."
Buy GAIL (India); target of Rs 200: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-gail-india-target-of-rs-200-sharekhan-12180291.html,"February 02, 2024 10:23 PM IST","Sharekhan is bullish on GAIL (India) has recommended buy rating on the stock with a target price of Rs 200 in its research report dated January 29, 2024."
Buy Cholamandalam Investment and Finance Company; target of Rs 1425: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-cholamandalam-investment-and-finance-company-target-of-rs-1425-sharekhan-2-12180211.html,"February 02, 2024 09:44 PM IST","Sharekhan is bullish on Cholamandalam Investment and Finance Company has recommended buy rating on the stock with a target price of Rs 1425 in its research report dated January 29, 2024."
Buy Marico; target of Rs 605: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-marico-target-of-rs-605-sharekhan-12180201.html,"February 02, 2024 10:26 PM IST","Sharekhan is bullish on Marico has recommended buy rating on the stock with a target price of Rs 605 in its research report dated January 29, 2024."
Buy APL Apollo Tubes; target of Rs 2000: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-apl-apollo-tubes-target-of-rs-2000-sharekhan-3-12179991.html,"February 02, 2024 09:44 PM IST","Sharekhan is bullish on APL Apollo Tubes has recommended buy rating on the stock with a target price of Rs 2000 in its research report dated January 29, 2024."
Metropolis Healthcare Q3 results: Net Profit down 24% to Rs 27 crore,https://www.moneycontrol.com/news/business/earnings/metropolis-healthcare-q3-results-net-profit-down-24-to-rs-27-crore-12179221.html,"February 02, 2024 08:09 PM IST",The diagnostic services provider's operations predominantly relate to providing diagnostic services in pathology services.
"SBI Q3 preview: High wage bill to weigh on profit, net interest income may rise 6%",https://www.moneycontrol.com/news/business/earnings/sbi-q3-preview-high-wage-bill-to-weigh-on-profit-net-interest-income-may-rise-6-12180251.html,"February 02, 2024 10:26 PM IST","Investors should keep track the management's commentary on unsecured loan growth, capital adequacy and loan book traction"
Gainers and Losers: 10 stocks that moved the most on February 2,https://www.moneycontrol.com/news/photos/business/stocks/gainers-and-losers-10-stocks-that-moved-the-most-on-february-2-12182001.html,"February 02, 2024 04:14 PM IST","Among sectors, the oil & gas index closed 4 percent higher. Information technology, metal, realty and power indices up 1-2 percent, The banking index closed 0.5 percent down"
"Mahindra Holidays jumps on Budget push, Q3 results and management changes",https://www.moneycontrol.com/news/business/markets/mahindra-holidays-jumps-on-budget-push-q3-results-and-management-changes-12181881.html,"February 02, 2024 03:55 PM IST","Mahindra Group has also appointed its CFO Manoj Bhat, as the new CEO of Mahindra Holidays Resorts India Ltd. The transition in leadership is scheduled for May 17, 2024."
"Taking Stock: Nifty hits new high, Sensex up 440 points; oil & gas shine, banks a drag",https://www.moneycontrol.com/news/business/markets/taking-stock-nifty-hits-new-high-sensex-up-440-points-oil-gas-shine-banks-a-drag-12181771.html,"February 02, 2024 05:54 PM IST","The market posted biggest weekly gains in last two months, as the Sensex and the Nifty rose 2 percent each in the Budget week"
Live: Nifty hits record high a day after Budget| BPCL surges 10%; Paytm extends slide l Closing Bell,https://www.moneycontrol.com/news/videos/business/markets/live-nifty-hits-record-high-a-day-after-budget-bpcl-surges-10-paytm-extends-slide-l-closing-bell-12181701.html,"February 02, 2024 03:31 PM IST","Nifty hits record high of 22,126 a day after interim Budget. Mid & smallcaps show strength; NSE advance-decline ratio at 1:1 
Oil & Gas, Metals & PSU Banks surge; FMCG sulks. Catch Nandita Khemka and Santosh Nair as they discuss stocks on their radar including Paytm."
"Sensex, Nifty retreat from day's highs, analysts eye banking stocks for next leg of rally",https://www.moneycontrol.com/news/business/markets/sensex-nifty-retreat-from-days-highs-analysts-eye-banking-stocks-for-next-leg-of-rally-12181061.html,"February 02, 2024 03:36 PM IST",Analysts expect markets to test higher levels in the days to come as uncertainties surrounding the budget and the Fed's rate meeting dissipate
Here are stocks with maximum 'buy' calls as Budget uncertainty ends,https://www.moneycontrol.com/news/business/markets/here-are-stocks-with-maximum-buy-calls-as-budget-uncertainty-ends-12181671.html,"February 02, 2024 03:27 PM IST","Private banks top the chart, which also includes an auto manufacturer, insurance players and infrastructure companies"
"Paytm may not have a corporate governance issue, says Samir Arora of Helios Capital",https://www.moneycontrol.com/news/business/stocks/paytm-may-not-have-a-corporate-issue-says-samir-arora-of-helios-capital-12180981.html,"February 02, 2024 05:48 PM IST","Arora says Paytm Bank is supposed to be an independent entity from the fintech, but RBI may have concerns related to the unregulated fintech side"
"SJVN, NHPC, Power Grid zoom to new highs on budgetary push",https://www.moneycontrol.com/news/business/markets/sjvn-nhpc-power-grid-zoom-to-new-highs-on-budgetary-push-12180631.html,"February 02, 2024 01:52 PM IST","The shares of state-run power companies gained up to 14 percent, a day after Finance Minister in her interim budget increased the allocation for this firms"
7 stocks that can deliver over 30% returns to make you rich in 2024,https://www.moneycontrol.com/news/business/markets/7-stocks-that-can-deliver-over-30-returns-to-make-you-rich-in-2024-12175671.html,"February 02, 2024 01:46 PM IST","Strong fundamentals, and a robust outlook make the stocks an attractive proposition for investors."
TVS shares climb 2% on robust January sales,https://www.moneycontrol.com/news/business/markets/tvs-shares-climb-2-on-robust-january-sales-12180431.html,"February 02, 2024 01:49 PM IST","TVS' exports grew by 22 percent, increasing to 69,343 units in January"
Market scales fresh record high: What experts are betting on after budget,https://www.moneycontrol.com/news/photos/business/markets/market-scales-fresh-record-high-what-experts-are-betting-on-after-budget-12180341.html,"February 02, 2024 01:20 PM IST","The government has targeted a fiscal deficit of 5.1 percent of the GDP for FY25, significantly surprising market expectations of 5.3-5.5 percent. lower number theoretically means the economy is doing better, says Ajay Srivastava, CEO of Dimensions Corporate Finance Services."
Live: What does India Inc have to say post interim budget l Moneycontrol,https://www.moneycontrol.com/news/videos/business/markets/live-what-does-india-inc-have-to-say-post-interim-budget-l-moneycontrol-12178351.html,"February 02, 2024 12:30 PM IST","Watch Moneycontrol's Nickey Mirchandani (@newsynickey) in conversation with Vinayak Chattarjee, Founder & Managing Trustee of The Infravision Foundation, H M  Bangur Chairman, Shree Cement & Dhaval Ajmera, Director, Ajmera Realty & Infra India on decoding the corporate perspectives following the announcements of the interim budget."
"Market at new high: Here is a look at stocks with maximum 'sell' calls, as Budget overhang ends",https://www.moneycontrol.com/news/business/markets/market-at-new-high-here-is-a-look-at-stocks-with-maximum-sell-calls-as-budget-overhang-ends-12179351.html,"February 02, 2024 12:18 PM IST","Wipro has the highest number of 'sell' calls from brokerages, at 22. It has 10 'buy' and 12 'hold' calls. Tech Mahindra follows with 17 'sell', 14 'buy', and 12 'hold' ratings. Next is LTIMindtree, which has 17 sells, 13 buys, and 12 holds."
PB Fintech down 1% after Claymore sells entire stake,https://www.moneycontrol.com/news/business/stocks/pb-fintech-stock-falls-1-today-pares-previous-gains-as-claymore-exits-stake-12177421.html,"February 02, 2024 11:41 AM IST","Claymore Investments (Mauritius) Pte Ltd exited the company, selling all of its 1.2 crore equity shares in the Policybazaar parent"
Adani Ports keeps analysts bullish as Q3 earnings beat estimates: Should you buy the stock?,https://www.moneycontrol.com/news/business/markets/adani-ports-keeps-analysts-bullish-as-q3-earnings-beat-estimates-should-you-buy-the-stock-12179131.html,"February 02, 2024 11:39 AM IST","Adani Ports strong Q3 earnings beat Street estimates, prompting several brokerage firms to put 'buy' call on the stock with raised target price."
Abbott India scale 52-week high after solid Q3 earnings,https://www.moneycontrol.com/news/business/markets/abbott-india-scale-52-week-high-after-solid-q3-earnings-12178721.html,"February 02, 2024 11:39 AM IST","for Abbott India, strong demand in the quarter offset the adverse impact of pricing cap on certain drugs"
"Budget Verdict | Brokerages cheer fiscal prudence but see negatives for staples, 2W stocks",https://www.moneycontrol.com/news/business/budget/budget-verdict-brokerages-cheer-fiscal-prudence-but-see-negatives-for-staples-2w-stocks-12178021.html,"February 02, 2024 11:21 AM IST","Rating agency Fitch says the interim budget aligns broadly with its expectations, with a slightly faster pace of deficit reduction"
Adani Ports surges 5% to 52-week high on robust Q3 results,https://www.moneycontrol.com/news/business/markets/adani-ports-surges-5-to-52-week-high-on-robust-q3-results-12178231.html,"February 02, 2024 10:43 AM IST","Analysts remain bullish on the stock, given the high cargo volumes and the healthy growth trajectory of the logistics business"
Titan Company: Glittering growth prospects,https://www.moneycontrol.com/news/business/stocks/titan-company-glittering-growth-prospects-12178711.html,"February 02, 2024 10:40 AM IST",Titan’s prospects are glittering as the company ramps up both jewellery and non-jewellery businesses
"Eicher Motors skids 3%, snaps gaining streak in rush to book profits",https://www.moneycontrol.com/news/business/stocks/eicher-motors-skids-3-snaps-gaining-streak-in-rush-to-book-profits-12178211.html,"February 02, 2024 10:41 AM IST","In January 2024, Eicher Motors reported a 2 percent year-on-year growth in total vehicle sales, reaching 76,187 units."
Fonebox stock lists at 185% premium over IPO price on NSE SME,https://www.moneycontrol.com/news/business/ipo/fonebox-stock-lists-at-185-premium-over-ipo-price-on-nse-sme-12177951.html,"February 02, 2024 10:38 AM IST",Fonebox IPO: The stock opened at Rs 200 against the issue price of Rs 70 on the NSE SME platform.
Docmode Health Technologies lists at 140% premium over IPO price on NSE SME,https://www.moneycontrol.com/news/business/stocks/docmode-health-technologies-lists-at-140-premium-over-ipo-price-on-nse-sme-12177991.html,"February 02, 2024 10:32 AM IST",The offer was subscribed 215.24 times with retail portion booked at 230.38 times and others catagory at 194.90 times.
IOB joins Rs 1-lakh-crore MCap league as fifth PSU bank,https://www.moneycontrol.com/news/business/earnings/iob-joins-rs-1-lakh-crore-mcap-league-as-fifth-psu-bank-12178241.html,"February 02, 2024 10:14 AM IST",State Bank of India tops the chart with mcap of around Rs 5.8 lakh crore followed by Bank of Baroda with mcap of Rs 1.33 lakh crore and Punjab National Bank 1.33 lakh crore. Union Bank of India mcap stands at Rs 1.1 lakh crore.
"Nifty, Sensex, Bank Nifty up 1% as budget uncertainty ends",https://www.moneycontrol.com/news/business/markets/nifty-sensex-bank-nifty-up-1-as-budget-uncertainty-ends-12178111.html,"February 02, 2024 11:41 AM IST","Focus shifts to Nifty’s 22k milestone, with corporate earnings and elections later in the year expected to drive the market from here"
Ashok Leyland declines 3% after January sales hit roadblock,https://www.moneycontrol.com/news/business/markets/ashok-leyland-declines-3-after-january-sales-hit-roadblock-12177911.html,"February 02, 2024 10:06 AM IST",This is the third consecutive month where the company has been witnessing a decline in monthly sales
Panacea Biotec shares trade flat after USFDA classifies Baddi facility as OAI,https://www.moneycontrol.com/news/business/markets/panacea-biotec-shares-trade-flat-after-usfda-classifies-baddi-facility-as-oai-12176071.html,"February 02, 2024 09:48 AM IST",A meeting of the board of directors of the company is scheduled to be held on February 13 to consider and approve the unaudited financial results.
RITES shares trade 3.8% lower after Q3 net profit declines 12%,https://www.moneycontrol.com/news/business/stocks/rites-shares-trade-3-8-lower-after-q3-net-profit-declines-12-12177661.html,"February 02, 2024 09:48 AM IST","In Q3FY24, the company secured more than 100 orders worth more than Rs 612 crore."
"Meta, Amazon report robust numbers; Apple posts mixed results",https://www.moneycontrol.com/news/technology/meta-amazon-report-robust-numbers-apple-posts-mixed-results-12177871.html,"February 02, 2024 09:41 AM IST","These three tech companies are part of the so-called ""Magnificent Seven"" and have been driving a market resurgence. However, layoffs in the sector have recently caused optimism to cool down."
Gokaldas Exports up 4% on buying apparel business of Matrix Clothing,https://www.moneycontrol.com/news/business/stocks/gokaldas-exports-up-4-on-buying-apparel-business-of-matrix-clothing-12177851.html,"February 02, 2024 09:48 AM IST","The share touched a 52-week high of Rs 1,022.00 and a 52-week low of Rs 340.00 on 05 December, 2023 and 28 March, 2023, respectively."
Hero MotoCorp shares gain nearly 3% on robust sales data,https://www.moneycontrol.com/news/business/stocks/hero-motocorp-shares-gain-nearly-3-on-robust-sales-data-12176081.html,"February 02, 2024 09:36 AM IST","Its domestic sales were up 18% at 420,934 units versus 3,49,437 units, while exports were up 74.6% at 12,664 units versus 7,253 units, YoY."
Titan gains on favourable brokerage calls even after Q3 earnings miss,https://www.moneycontrol.com/news/business/markets/titan-gains-on-favourable-brokerage-calls-even-after-q3-earnings-miss-12177761.html,"February 02, 2024 09:33 AM IST","While Titan's Q3 earnings fell short of expectations, its strong execution and the management's positive outlook have kept brokerages hopeful of better times ahead"
Live: Indian equities bracing for a positive start; PSUS in focus| Opening Bell,https://www.moneycontrol.com/news/videos/business/stocks/live-indian-equities-bracing-for-a-positive-start-psus-in-focus-opening-bell-12177941.html,"February 02, 2024 09:24 AM IST","Stocks to watch out for includes auto names, Paytm and Adani Ports
Catch @onlynickey with Osho Krishan - Senior Research Analyst - Angel One, Ravi Dharamshi - Valuequest Investment Advisors and Mahesh Patil is the Chief Investment Officer (CIO) of Aditya Birla Sun Life AMC"
"Agri Picks Report February 02, 2024: Geojit",https://www.moneycontrol.com/news/business/stocks/agri-picks-report-february-02-2024-geojit-12177971.html,"February 02, 2024 09:03 AM IST","According to Geojit, Farmers in Andhra Pradesh have sown rabi crops over 1.39 mln ha as of Jan 31, down 14.5% from 1.63 mln ha a year ago, according to state government data."
Paytm stock falls another 20% to hit lower circuit on day 2; no near-term solution to woes in sight,https://www.moneycontrol.com/news/business/markets/will-paytm-hit-another-20-lower-circuit-today-no-near-term-solution-to-the-woes-in-sight-12177841.html,"February 02, 2024 09:23 AM IST",Macquarie does not see any near-term solution to Paytm's problems as it believes the lapses found out to by RBI to be material
Cement rules Moneycontrol list of 7 stocks with potential to double earnings in FY25,https://www.moneycontrol.com/news/business/earnings/cement-rules-moneycontrol-list-of-7-stocks-with-potential-to-double-earnings-in-fy25-12177551.html,"February 02, 2024 09:08 AM IST","Moneycontrol has found seven stocks from the Nifty 500 index that are likely to double earnings next year. These stocks are Shree Cement, Ceat, ACC, JK Cement, BEML, Motilal Oswal Financial and Birla Corp"
"Live: Budget done and dusted, will Nifty stage a rebound today? Paytm, Tata Motors, UPL in focus",https://www.moneycontrol.com/news/videos/business/markets/live-budget-done-and-dusted-will-nifty-stage-a-rebound-today-paytm-tata-motors-upl-in-focus-12176371.html,"February 02, 2024 08:36 AM IST","Indian market is expected to remain rangebound in the coming sessions until the Nifty 50 takes out the immediate hurdle of 21,850 on the higher side, while the 21,500 is expected to be a support area. If the index manages to decisively surpass 21,850 (the lower end of opening downside gap of January 17), then the rally towards previous record high can't be ruled out in following sessions, experts said. On February 1, the Interim Budget as well as FOMC meet outcome remained non-event for the market and the benchmark indices ended moderately lower amid volatility. The BSE Sensex was down 107 points at 71,645, while the Nifty 50 fell 28 points to 21,697. This morning global cues are strong and GIFT Nifty is hinting at a positive start. Catch Nandita Khemka in conversation with Raja Venkatraman, Co-Founder NeoTrader & Trading Influencer and Raja Venkatraman, Co-Founder NeoTrader & Trading Influencer."
"Closing Bell: Nifty at 21,850, Sensex up 440 pts; oil & gas, IT, metal gain, banks fall",https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-02-02-2024-12177311.html,"February 02, 2024 04:21 PM IST","Sensex Today | Stock Market LIVE Updates: Among sectors, oil & gas index up 4 percent and Information, Technology, metal, realty, power indices up 1.5-2 percent each, while bank index down 0.5 percent."
Stock Market Today: Top 10 things to know before the market opens,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-223-12175281.html,"February 02, 2024 07:28 AM IST","Trends in the GIFT Nifty indicate a flat start for the broader index in India, with a gain of 10 points."
HFT Scan: L&T and Indus Towers in focus of algo traders,https://www.moneycontrol.com/news/business/stocks/hft-scan-lt-and-indus-towers-in-focus-of-algo-traders-12176321.html,"February 02, 2024 06:41 AM IST","L&T, Indus Towers, and India Cements closed lower."
"Buzzing Stocks: SBI, Tata Motors, Hero MotoCorp, Mazagon Dock, RITES, NMDC, others in news",https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-sbi-tata-motors-hero-motocorp-mazagon-dock-rites-nmdc-others-in-news-12177051.html,"February 02, 2024 06:26 AM IST","Stocks to watch: Check out the companies making headlines before the opening bell today, on February 2, 2024."
"Trade Spotlight | How you should deal in Canara Bank, Eicher Motors, BEML today?",https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-you-should-deal-in-canara-bank-eicher-motors-beml-today-12177091.html,"February 02, 2024 06:26 AM IST","BEML formed long bullish candlestick pattern on the daily timeframe with above average volumes, while the stock traded well above all key moving averages. Further it has been in higher highs, higher lows formation since after October lows."
"Hot stocks: Double-digit gains likely in BSE, Container Corporation, Indian Overseas Bank",https://www.moneycontrol.com/news/business/markets/hot-stocks-double-digit-gains-likely-in-bse-container-corporation-indian-overseas-bank-12177041.html,"February 02, 2024 07:14 AM IST","Looking forward, immediate resistance levels for Nifty are identified at 21,850, with an additional hurdle at 22,124, representing the life high level. On the downside, crucial support levels lie at 21,350 and 21,100."
"Auto, defence, other stocks unimpressed by moderate budget allocations",https://www.moneycontrol.com/news/business/budget/auto-defence-other-stocks-unimpressed-by-moderate-budget-allocations-12175621.html,"February 01, 2024 08:21 PM IST","Fertiliser, defence, railway stocks were disinterested by budget announcements"
These 39 Group-A shares made fresh life highs on Budget day. Check if you own any!,https://www.moneycontrol.com/news/business/markets/these-39-group-a-shares-made-fresh-life-highs-on-budget-day-check-if-you-own-any-12175131.html,"February 01, 2024 07:08 PM IST","At least 168 shares made fresh life highs for themselves on the Budget day, with 39 stocks from A group shares making it to the coveted list"
Five stocks that saw maximum price-volume action on Budget day and why,https://www.moneycontrol.com/news/business/earnings/five-stocks-that-saw-maximum-price-volume-action-on-budget-day-and-why-12175511.html,"February 01, 2024 06:57 PM IST","Indus Towers, PB Fintech, EID Parry India, Tata Consumer Products and Godrej Properties saw huge spurt in volumes on Bombay Stock Exchange on the Budget day."
"Madhu Kela’s top three bets: PSU banks, pharma, tourism stocks",https://www.moneycontrol.com/news/business/stocks/madhu-kelas-top-three-bets-psu-banks-pharma-tourism-stocks-12175391.html,"February 01, 2024 07:17 PM IST","Madhusudan Kela believes that the tourism sector has tremendous potential, specifically religious tourism"
"Housing, Renewable Energy, PSU Banks among stocks that gained from Interim Budget",https://www.moneycontrol.com/news/business/budget/housing-renewable-energy-psu-banks-among-stocks-that-gained-from-interim-budget-12174481.html,"February 01, 2024 05:48 PM IST","Even though the Union Budget stepped away from lining up populist measures in the election year, it did provide some stock-specific measures that brought cheer to pockets within the market"
"Consumption, agriculture sectors in the spotlight, post interim Budget",https://www.moneycontrol.com/news/business/stocks/consumption-agriculture-sectors-in-the-spotlight-post-interim-budget-12174831.html,"February 01, 2024 05:47 PM IST",Rural recovery looks imminent on the back of higher government spending and lower inflation
"Govt’s Rs 50,000 cr divestment plan to not have any impact on PSUs: Madhusudan Kela",https://www.moneycontrol.com/news/business/markets/govts-rs-50000-cr-divestment-plan-to-not-have-any-impact-on-psus-madhusudan-kela-12174731.html,"February 02, 2024 08:30 AM IST","Comparing the PSUs with corporates Madhusudan Kela said that in the last three years, the government has underpromised and overperformed"
Private capex already picking up in India: Prashant Jain of 3P Investments,https://www.moneycontrol.com/news/business/budget/private-capex-already-picking-up-in-india-prashant-jain-of-3p-investments-12174191.html,"February 01, 2024 07:18 PM IST","India is emerging as a viable destination for global manufacturing companies, said Jain."
Top gainers and losers of the day: What the Budget changed for them,https://www.moneycontrol.com/news/photos/business/stocks/top-gainers-and-losers-of-the-day-what-the-budget-changed-for-them-12174291.html,"February 01, 2024 04:14 PM IST","Among sectoral indices, Auto, Banks, FMCG and Power were the gainers while rest of the indices ended up in the red"
What the markets liked and did not in Interim Budget,https://www.moneycontrol.com/news/business/budget/what-the-market-liked-and-did-not-like-in-interim-budget-12174241.html,"February 04, 2024 10:39 PM IST",The Modi government did not succumb to the temptation of announcing populist measures in the interim budget though the Lok Sabha elections have to be held by May
Housing gets a boost in election Budget,https://www.moneycontrol.com/news/business/stocks/housing-gets-a-boost-in-election-budget-12174091.html,"February 01, 2024 05:56 PM IST",PMAY gets higher allocation which should be beneficial for affordable housing
Industrial stocks pricing in high growth may disappoint; power utilities good investment options: Prashant Jain,https://www.moneycontrol.com/news/business/budget/too-many-players-after-solar-rooftop-plan-will-leave-fewer-investment-opportunities-prashant-jain-of-3p-investments-12173111.html,"February 01, 2024 04:20 PM IST","Beneficiaries of the government's proposed rooftop solar scheme– Pradhanmantri Suryodaya Yojana – will get free electricity of up to 300 units per month, said Nirmala Sitharaman in her budget speech."
